,lat,minPrimary_transitTime,min_dis,remaining_lease,DBSS,Improved,Model A,New Generation,Type S1,Type S2,2 ROOM,01 TO 03,04 TO 06,16 TO 18,19 TO 21,22 TO 24,25 TO 27,28 TO 30,31 TO 33,34 TO 36,37 TO 39,40 TO 42,43 TO 45,BISHAN,BUKIT MERAH,CENTRAL AREA,CHOA CHU KANG,CLEMENTI,JURONG WEST,KALLANG/WHAMPOA,QUEENSTOWN,WOODLANDS,YISHUN,resale_price_per_sqm
91,1.33288899931346,647.0,0.0076064249041484,54.833333333333336,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4891.304347826087
92,1.4109158849694,1398.0,0.0029637931232879,94.66666666666669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7203.096774193548
93,1.39221691150855,369.0,0.0013735626233429,86.75,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6191.489361702128
94,1.32053258273429,1653.0,0.0047566104919468,88.08333333333333,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8563.59420289855
95,1.30805159231327,764.0,0.0056707803344157,45.833333333333336,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5079.3650793650795
96,1.35086005592172,591.0,0.0062791424745037,58.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5783.392405063291
97,1.34720729813155,631.0,0.0057154348829113,60.91666666666666,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5054.945054945055
98,1.35743365377488,638.0,0.0044176259676759,90.08333333333331,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9404.761904761905
99,1.3904871662738,609.0,0.004139707254901,75.66666666666667,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4512.195121951219
100,1.34975768459224,667.0,0.010974592495401,93.83333333333331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5693.289256198347
