month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,lat,lng
2023-01,GEYLANG,3 ROOM,112,ALJUNIED CRES,10 TO 12,67.0,New Generation,1980,56.666666666666664,395000.0,1.32041804730607,103.885098713079
2023-01,GEYLANG,3 ROOM,95,ALJUNIED CRES,10 TO 12,65.0,Improved,1975,51.75,383000.0,1.32170329030889,103.886195689242
2023-01,GEYLANG,3 ROOM,101,ALJUNIED CRES,04 TO 06,67.0,New Generation,1978,54.083333333333336,386000.0,1.32092275330579,103.883351967045
2023-01,GEYLANG,3 ROOM,36,CASSIA CRES,01 TO 03,59.0,Improved,1986,62.166666666666664,418000.0,1.30982050865202,103.885072242608
2023-01,GEYLANG,3 ROOM,40,CIRCUIT RD,01 TO 03,54.0,Standard,1971,47.166666666666664,315000.0,1.32767695905654,103.886264654446
2023-01,GEYLANG,3 ROOM,50,CIRCUIT RD,10 TO 12,56.0,Standard,1969,45.166666666666664,303000.0,1.32488448306596,103.885571385532
2023-01,GEYLANG,3 ROOM,18A,CIRCUIT RD,10 TO 12,67.0,Model A,2016,92.91666666666667,630000.0,1.32932082372457,103.888071748726
2023-01,GEYLANG,3 ROOM,36,CIRCUIT RD,07 TO 09,63.1,Standard,1971,47.083333333333336,308000.0,1.32902607919001,103.88693079734
2023-01,GEYLANG,3 ROOM,67,CIRCUIT RD,01 TO 03,59.0,Standard,1969,45.083333333333336,260000.0,1.32584857614009,103.887926514332
2023-01,GEYLANG,3 ROOM,18B,CIRCUIT RD,13 TO 15,67.0,Model A,2016,92.91666666666667,575000.0,1.32918105126141,103.888248441219
2023-01,GEYLANG,3 ROOM,18A,CIRCUIT RD,16 TO 18,67.0,Model A,2016,92.91666666666667,620000.0,1.32932082372457,103.888071748726
2023-01,GEYLANG,3 ROOM,49,CIRCUIT RD,07 TO 09,56.0,Standard,1969,45.166666666666664,290000.0,1.32513240286821,103.885610754075
2023-01,GEYLANG,3 ROOM,18D,CIRCUIT RD,13 TO 15,67.0,Model A,2016,92.91666666666667,605000.0,1.32940434763773,103.889196979567
2023-01,GEYLANG,3 ROOM,60,CIRCUIT RD,01 TO 03,55.0,Standard,1969,45.083333333333336,298000.0,1.32555253561538,103.886532776037
2023-01,GEYLANG,3 ROOM,47,CIRCUIT RD,04 TO 06,56.0,Standard,1969,45.083333333333336,290000.0,1.32577527145564,103.885703636114
2023-01,GEYLANG,3 ROOM,18B,CIRCUIT RD,19 TO 21,67.0,Model A,2016,92.83333333333333,650000.0,1.32918105126141,103.888248441219
2023-01,GEYLANG,3 ROOM,67,CIRCUIT RD,07 TO 09,61.0,Standard,1969,45.0,305000.0,1.32584857614009,103.887926514332
2023-01,GEYLANG,3 ROOM,58,CIRCUIT RD,07 TO 09,56.0,Standard,1969,45.0,295000.0,1.32501466214245,103.886455988464
2023-01,GEYLANG,3 ROOM,18,EUNOS CRES,04 TO 06,59.0,Improved,1977,53.416666666666664,328000.0,1.32374151802981,103.904360289416
2023-01,GEYLANG,3 ROOM,35,EUNOS CRES,10 TO 12,60.0,Model A,2006,83.0,503000.0,1.32110753889088,103.901372601594
2023-01,GEYLANG,3 ROOM,18,EUNOS CRES,01 TO 03,59.0,Improved,1977,53.5,305000.0,1.32374151802981,103.904360289416
2023-01,GEYLANG,3 ROOM,16,EUNOS CRES,10 TO 12,59.0,Improved,1977,53.416666666666664,320000.0,1.32299431214867,103.904449779612
2023-01,GEYLANG,3 ROOM,24,EUNOS CRES,10 TO 12,59.0,Improved,1977,53.416666666666664,312000.0,1.32377995139071,103.902330351336
2023-01,GEYLANG,3 ROOM,25,EUNOS CRES,07 TO 09,59.0,Improved,1977,53.333333333333336,350000.0,1.32340331604205,103.902375742055
2023-01,GEYLANG,3 ROOM,125,GEYLANG EAST AVE 1,04 TO 06,74.0,Model A,1984,60.25,426500.0,1.31744387800501,103.886373732265
2023-01,GEYLANG,3 ROOM,128,GEYLANG EAST AVE 1,01 TO 03,75.0,Model A,1983,59.75,425000.0,1.31830920155713,103.88775401322
2023-01,GEYLANG,3 ROOM,9,HAIG RD,07 TO 09,59.0,Improved,1976,52.666666666666664,338000.0,1.31443381988689,103.896061152256
2023-01,GEYLANG,3 ROOM,4,HAIG RD,07 TO 09,65.0,Improved,1976,52.583333333333336,360000.0,1.31210124370815,103.897187082666
2023-01,GEYLANG,3 ROOM,4,HAIG RD,10 TO 12,65.0,Improved,1976,52.583333333333336,360000.0,1.31210124370815,103.897187082666
2023-01,GEYLANG,3 ROOM,95,OLD AIRPORT RD,04 TO 06,56.0,Standard,1969,45.083333333333336,339000.0,1.30840477810117,103.887347527399
2023-01,GEYLANG,3 ROOM,95,OLD AIRPORT RD,01 TO 03,56.0,Standard,1969,45.0,290000.0,1.30840477810117,103.887347527399
2023-01,GEYLANG,3 ROOM,41,SIMS DR,07 TO 09,66.0,Improved,1981,57.25,330000.0,1.31685532892182,103.875551269808
2023-01,GEYLANG,3 ROOM,52,SIMS PL,10 TO 12,65.0,Improved,1977,53.166666666666664,400000.0,1.31666544739611,103.880390526566
2023-01,GEYLANG,3 ROOM,53,SIMS PL,01 TO 03,65.0,Improved,1981,57.083333333333336,335000.0,1.31782374680828,103.88007758537
2023-01,GEYLANG,3 ROOM,63,SIMS PL,07 TO 09,68.0,Model A,2016,92.91666666666667,588000.0,1.31659507864197,103.879545641729
2023-01,GEYLANG,3 ROOM,302,UBI AVE 1,01 TO 03,64.0,Simplified,2000,76.41666666666667,407000.0,1.33002586987709,103.900995405582
2023-01,GEYLANG,3 ROOM,304,UBI AVE 1,04 TO 06,63.0,Simplified,2000,76.41666666666667,405000.0,1.32955256858874,103.90122860971
2023-01,GEYLANG,4 ROOM,104,ALJUNIED CRES,07 TO 09,92.0,New Generation,1978,54.166666666666664,440000.0,1.32006886595229,103.882818111651
2023-01,GEYLANG,4 ROOM,101,ALJUNIED CRES,04 TO 06,92.0,New Generation,1978,54.083333333333336,455000.0,1.32092275330579,103.883351967045
2023-01,GEYLANG,4 ROOM,31,BALAM RD,10 TO 12,92.0,New Generation,1985,61.333333333333336,588000.0,1.32968232972727,103.885407998763
2023-01,GEYLANG,4 ROOM,17B,CIRCUIT RD,07 TO 09,93.0,Model A,2016,92.91666666666667,806000.0,1.32994002346249,103.889189084492
2023-01,GEYLANG,4 ROOM,18C,CIRCUIT RD,10 TO 12,93.0,Model A,2016,92.83333333333333,828000.0,1.3292969092972,103.888792588332
2023-01,GEYLANG,4 ROOM,65,CIRCUIT RD,07 TO 09,118.0,Adjoined flat,1967,43.083333333333336,600000.0,1.32740031002016,103.887203611284
2023-01,GEYLANG,4 ROOM,10,EUNOS CRES,10 TO 12,91.0,New Generation,1978,54.583333333333336,548000.0,1.32228655863065,103.902720513959
2023-01,GEYLANG,4 ROOM,10,EUNOS CRES,01 TO 03,91.0,New Generation,1978,54.5,510000.0,1.32228655863065,103.902720513959
2023-01,GEYLANG,4 ROOM,417,EUNOS RD 5,04 TO 06,102.0,Model A,1984,60.833333333333336,668888.0,1.31807285075693,103.897087501294
2023-01,GEYLANG,4 ROOM,126,GEYLANG EAST AVE 1,07 TO 09,104.0,Model A,1983,60.0,635000.0,1.31755699491525,103.887130250228
2023-01,GEYLANG,4 ROOM,120,GEYLANG EAST CTRL,07 TO 09,91.0,New Generation,1982,58.416666666666664,583888.0,1.31821153053878,103.884752333398
2023-01,GEYLANG,4 ROOM,8,HAIG RD,10 TO 12,92.0,New Generation,1976,52.583333333333336,535000.0,1.31366979476128,103.896069587743
2023-01,GEYLANG,4 ROOM,97,JLN DUA,10 TO 12,112.0,Adjoined flat,1969,45.083333333333336,618000.0,1.30894624898234,103.888388917364
2023-01,GEYLANG,4 ROOM,121,PAYA LEBAR WAY,04 TO 06,91.0,New Generation,1980,56.666666666666664,320000.0,1.32192501630432,103.882860355973
2023-01,GEYLANG,4 ROOM,92,PIPIT RD,13 TO 15,101.0,Model A,1997,73.33333333333333,688000.0,1.32319473990265,103.887350625629
2023-01,GEYLANG,4 ROOM,54,PIPIT RD,07 TO 09,93.0,New Generation,1985,61.166666666666664,550000.0,1.32385644988852,103.887585351528
2023-01,GEYLANG,4 ROOM,44,SIMS DR,01 TO 03,88.0,Improved,1975,51.666666666666664,425000.0,1.31623521060435,103.876881159027
2023-01,GEYLANG,4 ROOM,348,UBI AVE 1,10 TO 12,84.0,Simplified,1986,62.416666666666664,468000.0,1.32615026018563,103.900527500118
2023-01,GEYLANG,4 ROOM,313,UBI AVE 1,07 TO 09,84.0,Simplified,1985,61.666666666666664,445000.0,1.32906022188765,103.903899355526
2023-01,GEYLANG,4 ROOM,320,UBI AVE 1,10 TO 12,84.0,Simplified,1985,61.5,471000.0,1.32880527103033,103.904280456723
2023-01,GEYLANG,4 ROOM,339,UBI AVE 1,10 TO 12,104.0,Model A,1986,62.083333333333336,528000.0,1.32646063251974,103.902007029513
2023-01,GEYLANG,4 ROOM,323,UBI AVE 1,10 TO 12,87.0,Simplified,1985,61.416666666666664,480000.0,1.32803365560415,103.904398329853
2023-01,GEYLANG,4 ROOM,318,UBI AVE 1,10 TO 12,90.0,Simplified,1985,61.5,483000.0,1.32845731032674,103.903274600324
2023-01,GEYLANG,4 ROOM,327,UBI AVE 1,07 TO 09,84.0,Simplified,1985,61.75,485000.0,1.32690473046022,103.903997715045
2023-01,GEYLANG,5 ROOM,110,ALJUNIED CRES,07 TO 09,121.0,Improved,1980,56.75,738888.0,1.31997674731215,103.884439316163
2023-01,GEYLANG,5 ROOM,23,EUNOS CRES,13 TO 15,117.0,Standard,1977,53.416666666666664,620000.0,1.32430637458121,103.902160591904
2023-01,GEYLANG,5 ROOM,411,EUNOS RD 5,04 TO 06,142.0,Model A-Maisonette,1984,60.833333333333336,868000.0,1.31859419589813,103.899680218483
2023-01,GEYLANG,EXECUTIVE,133,GEYLANG EAST AVE 1,10 TO 12,146.0,Maisonette,1987,63.416666666666664,960000.0,1.31643989960204,103.885457592727
2023-01,HOUGANG,2 ROOM,986A,BUANGKOK CRES,07 TO 09,47.0,Model A,2012,88.33333333333333,330000.0,1.3819169455989,103.87980371499
2023-01,HOUGANG,2 ROOM,987B,BUANGKOK GREEN,16 TO 18,47.0,Model A,2015,91.16666666666667,328000.0,1.37939224174656,103.87828392289
2023-01,HOUGANG,3 ROOM,122,HOUGANG AVE 1,04 TO 06,67.0,New Generation,1983,59.833333333333336,380000.0,1.35374408051544,103.886159336002
2023-01,HOUGANG,3 ROOM,126,HOUGANG AVE 1,01 TO 03,80.0,New Generation,1983,59.25,443000.0,1.35222410533911,103.88568850352
2023-01,HOUGANG,3 ROOM,174B,HOUGANG AVE 1,04 TO 06,66.0,Model A,2014,90.08333333333333,424000.0,1.34955516910381,103.889276891994
2023-01,HOUGANG,3 ROOM,115,HOUGANG AVE 1,04 TO 06,67.0,New Generation,1981,57.75,385000.0,1.35276525799641,103.887876084862
2023-01,HOUGANG,3 ROOM,102,HOUGANG AVE 1,07 TO 09,77.0,Model A,1984,60.166666666666664,410000.0,1.35496446293882,103.890855054687
2023-01,HOUGANG,3 ROOM,114,HOUGANG AVE 1,10 TO 12,66.0,New Generation,1982,58.166666666666664,419888.0,1.35287379983911,103.888765882959
2023-01,HOUGANG,3 ROOM,115,HOUGANG AVE 1,07 TO 09,81.0,New Generation,1981,57.75,460000.0,1.35276525799641,103.887876084862
2023-01,HOUGANG,3 ROOM,112,HOUGANG AVE 1,07 TO 09,67.0,New Generation,1981,58.0,355000.0,1.35442181063898,103.888557768191
2023-01,HOUGANG,3 ROOM,112,HOUGANG AVE 1,01 TO 03,81.0,New Generation,1981,58.0,405000.0,1.35442181063898,103.888557768191
2023-01,HOUGANG,3 ROOM,702,HOUGANG AVE 2,10 TO 12,67.0,New Generation,1985,61.75,380000.0,1.36575849509964,103.889720136349
2023-01,HOUGANG,3 ROOM,24,HOUGANG AVE 3,07 TO 09,67.0,New Generation,1978,54.416666666666664,355000.0,1.36551226123746,103.892085472745
2023-01,HOUGANG,3 ROOM,247,HOUGANG AVE 3,07 TO 09,67.0,New Generation,1984,60.5,369000.0,1.35916575005657,103.891524293017
2023-01,HOUGANG,3 ROOM,252,HOUGANG AVE 3,01 TO 03,72.0,New Generation,1985,61.083333333333336,370000.0,1.36016521545473,103.892711655243
2023-01,HOUGANG,3 ROOM,22,HOUGANG AVE 3,01 TO 03,73.0,New Generation,1978,54.416666666666664,350000.0,1.36428542444529,103.89046790222
2023-01,HOUGANG,3 ROOM,661,HOUGANG AVE 4,07 TO 09,74.0,Model A,1987,63.333333333333336,395000.0,1.37402568701988,103.882804051972
2023-01,HOUGANG,3 ROOM,308,HOUGANG AVE 5,07 TO 09,67.0,New Generation,1983,59.833333333333336,390000.0,1.36680910838232,103.895756047165
2023-01,HOUGANG,3 ROOM,328,HOUGANG AVE 5,07 TO 09,67.0,New Generation,1983,59.583333333333336,380000.0,1.36874369807703,103.896797055652
2023-01,HOUGANG,3 ROOM,313,HOUGANG AVE 5,01 TO 03,59.0,Improved,1993,69.25,350000.0,1.36521740546842,103.894771265948
2023-01,HOUGANG,3 ROOM,644,HOUGANG AVE 8,07 TO 09,69.0,Improved,1987,63.083333333333336,390000.0,1.37143736463903,103.88126107892
2023-01,HOUGANG,3 ROOM,645,HOUGANG AVE 8,07 TO 09,60.0,Improved,1987,63.083333333333336,348000.0,1.37175994350777,103.88145598567
2023-01,HOUGANG,3 ROOM,623,HOUGANG AVE 8,10 TO 12,60.0,Improved,1985,61.583333333333336,365000.0,1.37051387277512,103.882323502346
2023-01,HOUGANG,3 ROOM,625,HOUGANG AVE 8,01 TO 03,70.0,Simplified,1986,62.083333333333336,370000.0,1.37009813015482,103.881671281308
2023-01,HOUGANG,3 ROOM,623,HOUGANG AVE 8,07 TO 09,69.0,Improved,1985,61.583333333333336,365000.0,1.37051387277512,103.882323502346
2023-01,HOUGANG,3 ROOM,674,HOUGANG AVE 8,07 TO 09,64.0,Simplified,1987,63.0,390000.0,1.37217287844953,103.884645831522
2023-01,HOUGANG,3 ROOM,201,HOUGANG ST 21,04 TO 06,68.0,New Generation,1984,60.333333333333336,425000.0,1.35779540529821,103.88365310526
2023-01,HOUGANG,3 ROOM,242,HOUGANG ST 22,01 TO 03,72.0,New Generation,1984,60.833333333333336,340000.0,1.35738897663765,103.892167860466
2023-01,HOUGANG,3 ROOM,240,HOUGANG ST 22,04 TO 06,74.0,Model A,1984,60.833333333333336,385000.0,1.3564226661287,103.890651695359
2023-01,HOUGANG,3 ROOM,688,HOUGANG ST 61,07 TO 09,74.0,Model A,1987,63.333333333333336,405000.0,1.37616179146764,103.885549843468
2023-01,HOUGANG,3 ROOM,365C,UPP SERANGOON RD,04 TO 06,67.0,Model A,2018,94.16666666666667,480000.0,1.36928451336933,103.89713459868
2023-01,HOUGANG,3 ROOM,364B,UPP SERANGOON RD,13 TO 15,67.0,Model A,2018,94.16666666666667,525888.0,1.37051434802161,103.897132658546
2023-01,HOUGANG,3 ROOM,476A,UPP SERANGOON VIEW,01 TO 03,67.0,Premium Apartment,2016,92.25,426000.0,1.37676038157719,103.904050364711
2023-01,HOUGANG,3 ROOM,476A,UPP SERANGOON VIEW,13 TO 15,68.0,Premium Apartment,2016,92.25,525000.0,1.37676038157719,103.904050364711
2023-01,HOUGANG,4 ROOM,997A,BUANGKOK CRES,04 TO 06,93.0,Model A,2018,94.91666666666667,555000.0,1.38504599856502,103.881166649447
2023-01,HOUGANG,4 ROOM,997C,BUANGKOK CRES,13 TO 15,93.0,Model A,2018,94.83333333333333,550000.0,1.38553018206225,103.881587879925
2023-01,HOUGANG,4 ROOM,987A,BUANGKOK GREEN,04 TO 06,93.0,Model A,2015,91.16666666666667,528000.0,1.37988778365709,103.878384864309
2023-01,HOUGANG,4 ROOM,984A,BUANGKOK LINK,13 TO 15,85.0,Model A2,2004,80.25,485000.0,1.38198270653355,103.881217675808
2023-01,HOUGANG,4 ROOM,169,HOUGANG AVE 1,07 TO 09,101.0,Model A,1997,74.0,530000.0,1.35160490053332,103.889848995071
2023-01,HOUGANG,4 ROOM,234,HOUGANG AVE 1,07 TO 09,109.0,Model A,1984,60.583333333333336,615000.0,1.35819557447623,103.888783549259
2023-01,HOUGANG,4 ROOM,512,HOUGANG AVE 10,07 TO 09,84.0,Simplified,1987,63.416666666666664,465000.0,1.37127315314256,103.88861964542
2023-01,HOUGANG,4 ROOM,413,HOUGANG AVE 10,01 TO 03,96.0,New Generation,1986,62.25,480000.0,1.37450179829607,103.895709633695
2023-01,HOUGANG,4 ROOM,512,HOUGANG AVE 10,04 TO 06,84.0,Simplified,1987,63.416666666666664,470000.0,1.37127315314256,103.88861964542
2023-01,HOUGANG,4 ROOM,516,HOUGANG AVE 10,10 TO 12,84.0,Simplified,1986,62.666666666666664,518000.0,1.37274640086423,103.88904248743
2023-01,HOUGANG,4 ROOM,704,HOUGANG AVE 2,07 TO 09,93.0,New Generation,1985,61.916666666666664,458000.0,1.3649231962434,103.889379532965
2023-01,HOUGANG,4 ROOM,606,HOUGANG AVE 4,01 TO 03,84.0,Simplified,1985,61.75,442000.0,1.3706773440242,103.885941015073
2023-01,HOUGANG,4 ROOM,602,HOUGANG AVE 4,13 TO 15,84.0,Simplified,1985,61.666666666666664,430000.0,1.37123297855584,103.88691800304
2023-01,HOUGANG,4 ROOM,328,HOUGANG AVE 5,01 TO 03,96.0,New Generation,1983,59.583333333333336,448000.0,1.36874369807703,103.896797055652
2023-01,HOUGANG,4 ROOM,532,HOUGANG AVE 6,07 TO 09,84.0,Simplified,1987,63.916666666666664,458000.0,1.37606836468819,103.891125310985
2023-01,HOUGANG,4 ROOM,422,HOUGANG AVE 6,01 TO 03,105.0,Model A,1990,66.16666666666667,525000.0,1.37477276740887,103.894050584351
2023-01,HOUGANG,4 ROOM,435,HOUGANG AVE 8,01 TO 03,105.0,Model A,1991,67.5,500000.0,1.37752800104625,103.89360316857
2023-01,HOUGANG,4 ROOM,468,HOUGANG AVE 8,07 TO 09,105.0,Model A,1992,68.83333333333333,550000.0,1.37372775627824,103.897221529451
2023-01,HOUGANG,4 ROOM,503,HOUGANG AVE 8,01 TO 03,89.0,Simplified,1987,63.5,440000.0,1.37348259766875,103.887463506477
2023-01,HOUGANG,4 ROOM,636,HOUGANG AVE 8,10 TO 12,84.0,Simplified,1987,64.08333333333333,475000.0,1.37061271157512,103.879209065676
2023-01,HOUGANG,4 ROOM,467,HOUGANG AVE 8,13 TO 15,107.0,Model A,1992,68.83333333333333,556000.0,1.37307287188357,103.89685749928
2023-01,HOUGANG,4 ROOM,506,HOUGANG AVE 8,07 TO 09,104.0,Model A,1987,63.25,520000.0,1.37276572375702,103.887618824824
2023-01,HOUGANG,4 ROOM,613,HOUGANG AVE 8,04 TO 06,84.0,Simplified,1986,62.5,428888.0,1.36948816422428,103.884788737402
2023-01,HOUGANG,4 ROOM,648,HOUGANG AVE 8,10 TO 12,84.0,Simplified,1987,63.833333333333336,475000.0,1.37212621537163,103.87979354211
2023-01,HOUGANG,4 ROOM,440,HOUGANG AVE 8,13 TO 15,103.0,Model A,1990,66.83333333333333,535000.0,1.37913196653041,103.893530769461
2023-01,HOUGANG,4 ROOM,540,HOUGANG AVE 8,07 TO 09,104.0,Model A,1989,65.91666666666667,538000.0,1.37781568057175,103.891282467147
2023-01,HOUGANG,4 ROOM,673,HOUGANG AVE 8,04 TO 06,104.0,Model A,1986,62.666666666666664,480000.0,1.37251964481974,103.884830155492
2023-01,HOUGANG,4 ROOM,419,HOUGANG AVE 8,13 TO 15,113.0,Model A,1989,65.5,620000.0,1.3761286530375,103.894831285996
2023-01,HOUGANG,4 ROOM,963,HOUGANG AVE 9,01 TO 03,101.0,Model A,1999,75.66666666666667,475000.0,1.37709316621942,103.877867170995
2023-01,HOUGANG,4 ROOM,918,HOUGANG AVE 9,13 TO 15,100.0,Model A,1998,74.33333333333333,548000.0,1.37558451584825,103.883516297929
2023-01,HOUGANG,4 ROOM,836,HOUGANG CTRL,01 TO 03,100.0,Model A,1997,73.41666666666667,638000.0,1.36992238335483,103.890925005074
2023-01,HOUGANG,4 ROOM,837,HOUGANG CTRL,04 TO 06,100.0,Model A,1997,73.41666666666667,640000.0,1.36930044381428,103.891520648294
2023-01,HOUGANG,4 ROOM,155,HOUGANG ST 11,07 TO 09,93.0,New Generation,1984,60.833333333333336,475000.0,1.35265338944725,103.880292681446
2023-01,HOUGANG,4 ROOM,161,HOUGANG ST 11,10 TO 12,101.0,Model A,1997,73.91666666666667,585000.0,1.35253849426887,103.878702628192
2023-01,HOUGANG,4 ROOM,546,HOUGANG ST 51,04 TO 06,105.0,Model A,1992,68.83333333333333,535000.0,1.37891942064788,103.891778631618
2023-01,HOUGANG,4 ROOM,551,HOUGANG ST 51,13 TO 15,103.0,Model A,1992,68.83333333333333,538000.0,1.3784884976611,103.890722228329
2023-01,HOUGANG,4 ROOM,566,HOUGANG ST 51,04 TO 06,104.0,Model A,1992,68.75,515000.0,1.38127240877127,103.888435143938
2023-01,HOUGANG,4 ROOM,550,HOUGANG ST 51,13 TO 15,111.0,Model A,1992,68.75,576500.0,1.37816186090289,103.890689988712
2023-01,HOUGANG,4 ROOM,567,HOUGANG ST 51,10 TO 12,98.0,Model A,1997,73.41666666666667,548000.0,1.3784910931246,103.889006350502
2023-01,HOUGANG,4 ROOM,690,HOUGANG ST 61,07 TO 09,84.0,Simplified,1987,63.833333333333336,436000.0,1.3769320572703,103.885697042104
2023-01,HOUGANG,4 ROOM,910,HOUGANG ST 91,10 TO 12,93.0,Model A2,1997,73.83333333333333,508000.0,1.37888844287052,103.882827300133
2023-01,HOUGANG,4 ROOM,941,HOUGANG ST 92,13 TO 15,100.0,Model A,1998,74.16666666666667,508888.0,1.37356291019462,103.879184657596
2023-01,HOUGANG,4 ROOM,139,LOR AH SOO,01 TO 03,108.0,Model A,1984,60.833333333333336,420000.0,1.3522311107755,103.884240123623
2023-01,HOUGANG,4 ROOM,138,LOR AH SOO,10 TO 12,108.0,Model A,1984,60.833333333333336,545000.0,1.35162442643015,103.884447871485
2023-01,HOUGANG,4 ROOM,142,LOR AH SOO,04 TO 06,108.0,Model A,1984,61.0,515000.0,1.35302664004115,103.882887594334
2023-01,HOUGANG,4 ROOM,142,LOR AH SOO,13 TO 15,103.0,Model A,1984,60.916666666666664,542000.0,1.35302664004115,103.882887594334
2023-01,HOUGANG,4 ROOM,139,LOR AH SOO,10 TO 12,103.0,Model A,1984,60.75,530000.0,1.3522311107755,103.884240123623
2023-01,HOUGANG,4 ROOM,475D,UPP SERANGOON CRES,07 TO 09,92.0,DBSS,2014,91.0,715000.0,1.37518254401411,103.900405982824
2023-01,HOUGANG,4 ROOM,471B,UPP SERANGOON CRES,10 TO 12,92.0,Model A,2015,91.41666666666667,588888.0,1.37801001262766,103.901070789874
2023-01,HOUGANG,4 ROOM,473D,UPP SERANGOON CRES,13 TO 15,93.0,Model A,2017,93.41666666666667,605000.0,1.37667371760412,103.901954069082
2023-01,HOUGANG,4 ROOM,470B,UPP SERANGOON CRES,04 TO 06,93.0,Model A,2015,91.33333333333333,555000.0,1.37893083811935,103.900988286293
2023-01,HOUGANG,4 ROOM,365D,UPP SERANGOON RD,07 TO 09,92.0,Model A,2018,94.16666666666667,698000.0,1.3696172178659,103.896612783518
2023-01,HOUGANG,4 ROOM,476C,UPP SERANGOON VIEW,07 TO 09,92.0,Premium Apartment,2016,92.25,600000.0,1.37794956982629,103.904346041308
2023-01,HOUGANG,4 ROOM,476C,UPP SERANGOON VIEW,16 TO 18,92.0,Premium Apartment,2016,92.25,685000.0,1.37794956982629,103.904346041308
2023-01,HOUGANG,4 ROOM,476C,UPP SERANGOON VIEW,13 TO 15,92.0,Premium Apartment,2016,92.25,682000.0,1.37794956982629,103.904346041308
2023-01,HOUGANG,5 ROOM,997B,BUANGKOK CRES,07 TO 09,113.0,Improved,2018,94.91666666666667,715000.0,1.38590156781199,103.8813870478
2023-01,HOUGANG,5 ROOM,997B,BUANGKOK CRES,04 TO 06,113.0,Improved,2018,94.83333333333333,730000.0,1.38590156781199,103.8813870478
2023-01,HOUGANG,5 ROOM,984D,BUANGKOK LINK,07 TO 09,110.0,Improved,2004,80.41666666666667,570000.0,1.38237375846968,103.880954583346
2023-01,HOUGANG,5 ROOM,984B,BUANGKOK LINK,10 TO 12,110.0,Improved,2004,80.25,628000.0,1.38209501456331,103.880612695677
2023-01,HOUGANG,5 ROOM,984B,BUANGKOK LINK,13 TO 15,110.0,Improved,2004,80.25,568000.0,1.38209501456331,103.880612695677
2023-01,HOUGANG,5 ROOM,984D,BUANGKOK LINK,16 TO 18,110.0,Improved,2004,80.33333333333333,582000.0,1.38237375846968,103.880954583346
2023-01,HOUGANG,5 ROOM,408,HOUGANG AVE 10,04 TO 06,126.0,Improved,1986,62.333333333333336,730888.0,1.37332612525415,103.895386227354
2023-01,HOUGANG,5 ROOM,16,HOUGANG AVE 3,19 TO 21,123.0,Standard,1975,51.916666666666664,680000.0,1.36282221723956,103.891046555478
2023-01,HOUGANG,5 ROOM,362,HOUGANG AVE 5,04 TO 06,126.0,Improved,1992,68.75,670000.0,1.37000908086653,103.896057697471
2023-01,HOUGANG,5 ROOM,320,HOUGANG AVE 5,04 TO 06,127.0,Improved,1983,59.666666666666664,628888.0,1.36626989576509,103.898029449551
2023-01,HOUGANG,5 ROOM,641,HOUGANG AVE 8,01 TO 03,120.0,Improved,1987,63.833333333333336,572000.0,1.37127600641449,103.880058705708
2023-01,HOUGANG,5 ROOM,434,HOUGANG AVE 8,10 TO 12,121.0,Improved,1989,65.5,660000.0,1.37647221623833,103.893822106133
2023-01,HOUGANG,5 ROOM,641,HOUGANG AVE 8,10 TO 12,120.0,Improved,1987,63.75,610000.0,1.37127600641449,103.880058705708
2023-01,HOUGANG,5 ROOM,540,HOUGANG AVE 8,04 TO 06,121.0,Improved,1989,65.83333333333333,588000.0,1.37781568057175,103.891282467147
2023-01,HOUGANG,5 ROOM,916,HOUGANG AVE 9,07 TO 09,120.0,Improved,1998,74.58333333333333,685000.0,1.37491294204266,103.884293734049
2023-01,HOUGANG,5 ROOM,918,HOUGANG AVE 9,04 TO 06,120.0,Improved,1998,74.25,600000.0,1.37558451584825,103.883516297929
2023-01,HOUGANG,5 ROOM,373,HOUGANG ST 31,16 TO 18,120.0,Improved,2000,76.08333333333333,800000.0,1.36268196108362,103.890391265295
2023-01,HOUGANG,5 ROOM,699,HOUGANG ST 52,10 TO 12,120.0,Improved,1999,75.16666666666667,700000.0,1.3759206561885,103.889190256015
2023-01,HOUGANG,5 ROOM,971,HOUGANG ST 91,04 TO 06,116.0,Improved,1999,75.91666666666667,565000.0,1.37822993629766,103.879696313869
2023-01,HOUGANG,5 ROOM,912,HOUGANG ST 91,10 TO 12,120.0,Improved,1997,73.91666666666667,650000.0,1.37849281015329,103.884016382567
2023-01,HOUGANG,5 ROOM,971,HOUGANG ST 91,01 TO 03,115.0,Improved,1999,75.83333333333333,557000.0,1.37822993629766,103.879696313869
2023-01,HOUGANG,5 ROOM,937,HOUGANG ST 92,04 TO 06,123.0,Improved,1998,74.16666666666667,650000.0,1.37474487311265,103.879297103173
2023-01,HOUGANG,5 ROOM,475A,UPP SERANGOON CRES,01 TO 03,112.0,DBSS,2014,90.91666666666667,765000.0,1.37629840280721,103.900220786851
2023-01,HOUGANG,5 ROOM,475A,UPP SERANGOON CRES,16 TO 18,112.0,DBSS,2014,90.91666666666667,898000.0,1.37629840280721,103.900220786851
2023-01,HOUGANG,5 ROOM,476B,UPP SERANGOON VIEW,19 TO 21,115.0,Premium Apartment,2016,92.33333333333333,900000.0,1.37732845210704,103.904212191193
